39	0	
800	500
801.197	500.09
802.383	500.269
803.553	500.537
804.699	500.892
805.816	501.331
806.896	501.853
807.935	502.455
808.925	503.132
809.862	503.882
810.74	504.7
811.554	505.581
812.3	506.521
812.974	507.515
813.571	508.556
814.088	509.638
814.523	510.757
814.873	511.905
815.136	513.075
815.31	514.263
815.395	515.46
815.39	516.66
815.295	517.856
815.111	519.042
814.838	520.21
814.478	521.355
814.034	522.47
813.508	523.548
812.902	524.584
812.22	525.572
811.466	526.505
810.645	527.38
809.76	528.191
808.817	528.933
807.821	529.602
806.777	530.194
805.692	530.707
804.572	531.137
803.423	531.482
802.251	531.74
801.063	531.91
799.866	531.989
798.666	531.979
797.47	531.879
796.285	531.69
795.117	531.413
793.974	531.048
792.861	530.599
791.785	530.068
790.752	529.458
789.767	528.772
788.836	528.015
787.965	527.189
787.159	526.301
786.421	525.355
785.755	524.356
785.167	523.31
784.659	522.223
784.233	521.101
783.893	519.95
783.64	518.777
783.476	517.588
783.401	516.391
783.416	515.191
783.521	513.995
783.716	512.811
783.998	511.645
784.367	510.503
784.821	509.392
785.356	508.318
785.971	507.288
786.661	506.306
787.422	505.379
788.251	504.511
789.143	503.708
790.092	502.974
791.094	502.313
792.142	501.729
793.232	501.225
794.355	500.805
795.508	500.469
796.682	500.221
797.871	500.062
799.069	499.992
800.269	500.012
801.464	500.122
802.647	500.322
803.812	500.609
804.952	500.983
806.062	501.441
807.133	501.981
808.161	502.6
809.14	503.294
810.064	504.06
810.928	504.892
811.728	505.787
812.458	506.74
813.114	507.744
813.694	508.795
814.193	509.886
814.609	511.012
814.939	512.165
815.182	513.34
815.337	514.53
815.402	515.729
815.376	516.928
815.261	518.123
815.057	519.305
814.765	520.469
814.386	521.608
813.923	522.715
813.379	523.784
812.756	524.81
812.057	525.786
811.288	526.707
810.452	527.567
809.553	528.363
808.598	529.089
807.591	529.741
806.537	530.316
805.444	530.811
804.317	531.222
803.162	531.548
801.986	531.786
800.795	531.935
799.596	531.995
798.397	531.965
797.203	531.845
796.021	531.636
794.859	531.338
793.722	530.955
792.616	530.487
791.549	529.938
790.526	529.311
789.553	528.609
788.636	527.835
787.779	526.995
786.987	526.094
786.265	525.135
785.617	524.125
785.046	523.07
784.556	521.974
784.15	520.845
783.829	519.689
783.596	518.512
783.451	517.32
783.397	516.122
783.432	514.922
783.557	513.729
783.771	512.548
784.073	511.387
784.462	510.251
784.934	509.148
785.487	508.083
786.119	507.063
786.825	506.093
787.603	505.179
788.446	504.325
789.351	503.537
790.313	502.819
791.325	502.175
792.383	501.609
793.481	501.124
794.611	500.722
795.769	500.406
796.947	500.178
798.139	500.038
799.338	499.989
800.537	500.029
801.73	500.159
802.91	500.378
804.07	500.685
805.204	501.078
806.305	501.555
807.368	502.113
808.385	502.749
809.352	503.46
810.263	504.241
811.113	505.088
811.898	505.996
812.611	506.961
813.251	507.976
813.813	509.036
814.294	510.136
814.691	511.268
815.002	512.427
815.225	513.606
815.359	514.799
815.404	515.998
815.358	517.197
815.223	518.389
814.999	519.568
814.687	520.727
814.29	521.859
813.808	522.958
813.246	524.018
812.605	525.033
811.891	525.997
811.106	526.905
810.256	527.752
809.344	528.532
808.376	529.242
807.358	529.877
806.296	530.434
805.194	530.911
804.06	531.303
802.9	531.609
801.72	531.827
800.527	531.957
799.327	531.996
798.128	531.946
796.937	531.806
795.759	531.577
794.601	531.26
793.471	530.857
792.374	530.371
791.316	529.804
790.304	529.16
789.343	528.441
788.438	527.653
787.595	526.799
786.819	525.884
786.113	524.913
785.482	523.892
784.929	522.827
784.458	521.724
784.07	520.588
783.769	519.427
783.556	518.246
783.431	517.052
783.397	515.853
783.452	514.654
783.597	513.463
783.831	512.286
784.153	511.13
784.56	510.001
785.051	508.906
785.622	507.85
786.271	506.841
786.994	505.883
787.786	504.982
788.644	504.143
789.562	503.37
790.535	502.668
791.559	502.041
792.626	501.493
793.732	501.026
794.869	500.644
796.032	500.347
797.213	500.139
798.408	500.02
